ABG13989,ABX86883,AAS62548
AAS62136,ABX88507,ABG13425
AAS62698,ABX88184,ABG14391
AAS64133,ABX87128,ABG14963
AAS63946,ABX88617,ABG15718
AAS64060,ABX87323,ABG15607
AAS63020,ABX88693,ABG12418
ABG14204,ABX88040,AAS62861
ABG12558,ABX87447,AAS61294
AAS63698,ABX86351,ABG12390
AAS63003,ABX88088,ABG12474
AAS62382,ABX85243,ABG13699
AAS64119,ABX85330,ABG14976
ABG13751,ABX86436,AAS62435
ABG14556,ABX87415,AAS61088
ABG15401,ABX85206,AAS63446
ABG12966,ABX86652,AAS61551
ABG15162,ABX86691,AAS63090
ABG16126,ABX87472,AAS64166
AAS63110,ABX88187,ABG15141
AAS58684,ABX84787,ABG16176
AAS62034,ABX86277,ABG13809
AAS62089,ABX86566,ABG13372
AAS63070,ABX86319,ABG15182
AAS62957,ABX85778,ABG12522
ABG11974,ABX86752,AAS60286
ABG13714,ABX85524,AAS62397
ABG12926,ABX87272,AAS61153
ABG13764,ABX84937,AAS61976
ABG15989,ABX87414,AAS60680
ABG12870,ABX85973,AAS61200
ABG12748,ABX87867,AAS61615
AAS63825,ABX87710,ABG15556
AAS60785,ABX85770,ABG15884
AAS63016,ABX84992,ABG12414
ABG12624,ABX87964,AAS61471
ABG12408,ABX86929,AAS63679
ABG12209,ABX85126,AAS63433
AAS62067,ABX86977,ABG13349
AAS61169,ABX86938,ABG12909
AAS58729,ABX84856,ABG16225
ABG12139,ABX85727,AAS63363
AAS63468,ABX88352,ABG15732
AAS62198,ABX86367,ABG13507
ABG13681,ABX86501,AAS62363
ABG14645,ABX87980,AAS61008
AAS62733,ABX85791,ABG14325
AAS60630,ABX86297,ABG14776
ABG16257,ABX88700,AAS58551
ABG16297,ABX88739,AAS58594
AAS62269,ABX87317,ABG13586
AAS62196,ABX85376,ABG13505
ABG15154,ABX87538,AAS63098
AAS61414,ABX85364,ABG12685
AAS63723,ABX86764,ABG12367
ABG15276,ABX86655,AAS60435
ABG14845,ABX87913,AAS60576
AAS61091,ABX87998,ABG14553
AAS62108,ABX86814,ABG13396
ABG12462,ABX87556,AAS63012
ABG12575,ABX87473,AAS61277
ABG13371,ABX85275,AAS62088
AAS60304,ABX87940,ABG15482
ABG13509,ABX87156,AAS62200
AAS62537,ABX88045,ABG13977
ABG15940,ABX85184,AAS60730
ABG13432,ABX87847,AAS62144
ABG16091,ABX88376,AAS63563
ABG15793,ABX85687,AAS63531
AAS63987,ABX86819,ABG15678
ABG13256,ABX85792,AAS61884
AAS60822,ABX86442,ABG12050
ABG15962,ABX86753,AAS60707
AAS61068,ABX87523,ABG14582
AAS63044,ABX85604,ABG12442
AAS62216,ABX85826,ABG13527
ABG14466,ABX88643,AAS61363
AAS61676,ABX86910,ABG12810
AAS61016,ABX88556,ABG14636
ABG12692,ABX88635,AAS61133
AAS60967,ABX87196,ABG14684
AAS63178,ABX85158,ABG15069
ABG15394,ABX85851,AAS63451
ABG12148,ABX85256,AAS63372
AAS61723,ABX85143,ABG13084
ABG12400,ABX87711,AAS63687
AAS61452,ABX86997,ABG12643
ABG12663,ABX87705,AAS61435
ABG13117,ABX85460,AAS61848
ABG15641,ABX88007,AAS64025
ABG15484,ABX86861,AAS60302
AAS62797,ABX88412,ABG14133
AAS61258,ABX87021,ABG13027
AAS61190,ABX87818,ABG12882
ABG16109,ABX87995,AAS64149
ABG15965,ABX86440,AAS60704
ABG15479,ABX85423,AAS60306
AAS62710,ABX87210,ABG14407
ABG15852,ABX85841,AAS63936
AAS58646,ABX84807,ABG16146
ABG13683,ABX87592,AAS62365
ABG15108,ABX88618,AAS63138
ABG12996,ABX85984,AAS61523
ABG13934,ABX88226,AAS62497
AAS62558,ABX87174,ABG14000
AAS63831,ABX86746,ABG16051
ABG12516,ABX87673,AAS62962
AAS61697,ABX88291,ABG12833
ABG12454,ABX86682,AAS63059
ABG13150,ABX88515,AAS61819
AAS63041,ABX86961,ABG12439
AAS60437,ABX86700,ABG15274
ABG15214,ABX87820,AAS60494
AAS60412,ABX87526,ABG15298
AAS62464,ABX85560,ABG13895
ABG14074,ABX87164,AAS62634
AAS60796,ABX85388,ABG15875
AAS61841,ABX85857,ABG13126
ABG14278,ABX86881,AAS62926
AAS60722,ABX85815,ABG15948
AAS58666,ABX84829,ABG16167
ABG12524,ABX87952,AAS62955
AAS60873,ABX87684,ABG14944
AAS62980,ABX86195,ABG12498
AAS63787,ABX85061,ABG15518
ABG13864,ABX85963,AAS61983
AAS62345,ABX87263,ABG13664
AAS63118,ABX86488,ABG15133
AAS61331,ABX84873,ABG14432
ABG12094,ABX88490,AAS63321
AAS62995,ABX84943,ABG12482
ABG12617,ABX85100,AAS61478
AAS64108,ABX85187,ABG14992
AAS60827,ABX86190,ABG12045
AAS63071,ABX85071,ABG15181
ABG12775,ABX84952,AAS61643
ABG16233,ABX84776,AAS58754
AAS60890,ABX86294,ABG14926
ABG14588,ABX87116,AAS61065
ABG16164,ABX84824,AAS58663
ABG12170,ABX88542,AAS63395
AAS63533,ABX84909,ABG15796
AAS60843,ABX87464,ABG12029
ABG14349,ABX87795,AAS62658
AAS62497,ABX88226,ABG13934
ABG16145,ABX84801,AAS58645
ABG12440,ABX87367,AAS63042
AAS61407,ABX87996,ABG14515
AAS63984,ABX85095,ABG15683
ABG12880,ABX86249,AAS61192
AAS64127,ABX88054,ABG14969
ABG13303,ABX87665,AAS61927
AAS60711,ABX86950,ABG15958
ABG16086,ABX88325,AAS63558
AAS64032,ABX88132,ABG15634
AAS62517,ABX84957,ABG13957
AAS58756,ABX84758,ABG16208
ABG12712,ABX87856,AAS61585
ABG11997,ABX87544,AAS63249
AAS63683,ABX85424,ABG12404
AAS61202,ABX85123,ABG12868
ABG14632,ABX88468,AAS61020
AAS58697,ABX84830,ABG16187
ABG16056,ABX87786,AAS63827
ABG15500,ABX86808,AAS63769
ABG14412,ABX84951,AAS62715
ABG16219,ABX84849,AAS58740
AAS58763,ABX84843,ABG16238
ABG15571,ABX86856,AAS63269
AAS61260,ABX85289,ABG13025
ABG16242,ABX84784,AAS58767
ABG13962,ABX84946,AAS62522
AAS63203,ABX87717,ABG15035
ABG13177,ABX85029,AAS61792
AAS60357,ABX88434,ABG15427
ABG12356,ABX86978,AAS63733
AAS62070,ABX86453,ABG13352
AAS62420,ABX87452,ABG13737
ABG12947,ABX85373,AAS61136
AAS61637,ABX85929,ABG12769
AAS61906,ABX88449,ABG13283
ABG12567,ABX87276,AAS61285
AAS63186,ABX88421,ABG15059
AAS63854,ABX87641,ABG16028
ABG15668,ABX86158,AAS63997
ABG16169,ABX84821,AAS58668
ABG12349,ABX87443,AAS63735
AAS60436,ABX85157,ABG15275
ABG14747,ABX85503,AAS60602
ABG13290,ABX87741,AAS61913
ABG16238,ABX84843,AAS58763
AAS63259,ABX85578,ABG11984
AAS60506,ABX85211,ABG15203
AAS61072,ABX88266,ABG14578
AAS62418,ABX85142,ABG13735
ABG15659,ABX86362,AAS64004
ABG14134,ABX84962,AAS62798
ABG14125,ABX87597,AAS62789
ABG12786,ABX87355,AAS61654
ABG14684,ABX87196,AAS60967
ABG13349,ABX86977,AAS62067
AAS62324,ABX85794,ABG13644
AAS62669,ABX87521,ABG14360
ABG13103,ABX85882,AAS61862
ABG14837,ABX86825,AAS60584
AAS62332,ABX85273,ABG13652
ABG15779,ABX86631,AAS63517
ABG12940,ABX88048,AAS61140
AAS60502,ABX87094,ABG15206
ABG14085,ABX88090,AAS62644
ABG12086,ABX88481,AAS63313
ABG13196,ABX85372,AAS61777
ABG13223,ABX85865,AAS61748
AAS63139,ABX87154,ABG15107
ABG15954,ABX85232,AAS60716
AAS60405,ABX88605,ABG15305
ABG11972,ABX86664,AAS60284
ABG14288,ABX86543,AAS62937
ABG16316,ABX88765,AAS58533
ABG15419,ABX86590,AAS60367
AAS62035,ABX87645,ABG13808
AAS62885,ABX84928,ABG14229
AAS60702,ABX85357,ABG15967
ABG14927,ABX85056,AAS60889
AAS61054,ABX85859,ABG14599
AAS60767,ABX85901,ABG15900
ABG15827,ABX85413,AAS63910
AAS61159,ABX85088,ABG12920
AAS62005,ABX86630,ABG13841
ABG15418,ABX87610,AAS60368
AAS61022,ABX88493,ABG14630
ABG14893,ABX85323,AAS60530
ABG14197,ABX85436,AAS62856
AAS63844,ABX86428,ABG16037
ABG14154,ABX85274,AAS62817
AAS58542,ABX88738,ABG16249
AAS58577,ABX88786,ABG16281
AAS62617,ABX88190,ABG14058
AAS63344,ABX85005,ABG12118
ABG16153,ABX84809,AAS58652
AAS62107,ABX88467,ABG13395
ABG15522,ABX88215,AAS63794
ABG16135,ABX86280,AAS64175
ABG12452,ABX85808,AAS63056
AAS62636,ABX85824,ABG14076
ABG13467,ABX88520,AAS62160
ABG15842,ABX85220,AAS63925
AAS61038,ABX87020,ABG14615
AAS62785,ABX86848,ABG14121
ABG15310,ABX87623,AAS60402
ABG13743,ABX87469,AAS62426
ABG14450,ABX87479,AAS61348
AAS62844,ABX88359,ABG14182
ABG15848,ABX87445,AAS63931
ABG14869,ABX85885,AAS60556
AAS63879,ABX87934,ABG16004
AAS63892,ABX86979,ABG15808
ABG14240,ABX86144,AAS62895
ABG16117,ABX88540,AAS64157
ABG14502,ABX86101,AAS61396
AAS60475,ABX87967,ABG15234
AAS61774,ABX88452,ABG13199
ABG14503,ABX87489,AAS61397
ABG14403,ABX87229,AAS62707
ABG15985,ABX87008,AAS60684
ABG12572,ABX86182,AAS61280
ABG16102,ABX88181,AAS64142
AAS61139,ABX87568,ABG12944
ABG12392,ABX86828,AAS63696
ABG16025,ABX85644,AAS63858
AAS63109,ABX88607,ABG15142
ABG15285,ABX88100,AAS60426
AAS63403,ABX86793,ABG12177
ABG14340,ABX86761,AAS62650
ABG15733,ABX86411,AAS63469
ABG13370,ABX85272,AAS62087
ABG12374,ABX88267,AAS63714
ABG12753,ABX85702,AAS61620
AAS58531,ABX88749,ABG16332
ABG12322,ABX88589,AAS63760
ABG12443,ABX85302,AAS63045
AAS63033,ABX85814,ABG12431
AAS63127,ABX86845,ABG15123
AAS58547,ABX88706,ABG16254
ABG14255,ABX87848,AAS62907
ABG13399,ABX86577,AAS62111
ABG14507,ABX84766,AAS63649
AAS62644,ABX88090,ABG14085
AAS62234,ABX88113,ABG13545
AAS58662,ABX84798,ABG16163
AAS62369,ABX85630,ABG13687
AAS63373,ABX86534,ABG12149
AAS60495,ABX86822,ABG15213
ABG15072,ABX85888,AAS63175
AAS61368,ABX87676,ABG14470
AAS61480,ABX86584,ABG12615
ABG13421,ABX88564,AAS62132
AAS63391,ABX86390,ABG12166
ABG13259,ABX87744,AAS61887
ABG13674,ABX85311,AAS62356
ABG14524,ABX85668,AAS61123
ABG16012,ABX85445,AAS63871
ABG14971,ABX86802,AAS64125
AAS63913,ABX86467,ABG15829
AAS62294,ABX86299,ABG13613
AAS61681,ABX86676,ABG12814
AAS60310,ABX85870,ABG15476
ABG15087,ABX87803,AAS63160
AAS61798,ABX87704,ABG13171
ABG12193,ABX87749,AAS63417
AAS62409,ABX85140,ABG13726
AAS62870,ABX88063,ABG14214
AAS61032,ABX88095,ABG14620
ABG12931,ABX85441,AAS61148
AAS61884,ABX85792,ABG13256
AAS61556,ABX86564,ABG12961
ABG12320,ABX86286,AAS63762
ABG13901,ABX88244,AAS62469
AAS62853,ABX87120,ABG14194
ABG13736,ABX88682,AAS62419
AAS60846,ABX84944,ABG12026
AAS58572,ABX88727,ABG16275
AAS60376,ABX85201,ABG15411
ABG12913,ABX84991,AAS61165
AAS58559,ABX88737,ABG16263
ABG16201,ABX84838,AAS58710
ABG13982,ABX86923,AAS62541
AAS61618,ABX87814,ABG12751
AAS61267,ABX85910,ABG13018
AAS60831,ABX85561,ABG12041
AAS60750,ABX86492,ABG15921
AAS61882,ABX86648,ABG13254
ABG12954,ABX88651,AAS61563
AAS62065,ABX86747,ABG13347
ABG16275,ABX88727,AAS58572
ABG12927,ABX86069,AAS61152
AAS62852,ABX85596,ABG14193
ABG12606,ABX86710,AAS61488
AAS61248,ABX86305,ABG13036
AAS62926,ABX86881,ABG14278
AAS62262,ABX88245,ABG13578
ABG12021,ABX86435,AAS60851
ABG12802,ABX86031,AAS61669
AAS61041,ABX85261,ABG14612
AAS60903,ABX86767,ABG14915
AAS60419,ABX87800,ABG15291
ABG14543,ABX87822,AAS61098
ABG12816,ABX87532,AAS61683
AAS64161,ABX88021,ABG16121
AAS61559,ABX86408,ABG12958
AAS62975,ABX87722,ABG12503
ABG13973,ABX85454,AAS62536
ABG13913,ABX85797,AAS62475
ABG12003,ABX85400,AAS63243
AAS63307,ABX86986,ABG12080
AAS63900,ABX86918,ABG15817
AAS61118,ABX85936,ABG14527
ABG12228,ABX88627,AAS60390
AAS62142,ABX86772,ABG13430
ABG15060,ABX87893,AAS63185
ABG15716,ABX88080,AAS63949
ABG14026,ABX87319,AAS62587
AAS63444,ABX87261,ABG15403
AAS63237,ABX87761,ABG12008
ABG16289,ABX88736,AAS58584
AAS64111,ABX87982,ABG14987
ABG15393,ABX88300,AAS63452
ABG14820,ABX85495,AAS60669
ABG14638,ABX88125,AAS61014
ABG15605,ABX88590,AAS64062
ABG15189,ABX88046,AAS60520
AAS63651,ABX86517,ABG12288
ABG15158,ABX85846,AAS63095
AAS61334,ABX88276,ABG14436
ABG15969,ABX86984,AAS60700
ABG12596,ABX86874,AAS61497
ABG13350,ABX87993,AAS62068
ABG14726,ABX86452,AAS60925
ABG12507,ABX86046,AAS62971
ABG12120,ABX88018,AAS63346
ABG14748,ABX85296,AAS60603
AAS64055,ABX86394,ABG15612
AAS62599,ABX86639,ABG14040
AAS60402,ABX87623,ABG15310
AAS60573,ABX87217,ABG14849
ABG15671,ABX88156,AAS63994
AAS63267,ABX88255,ABG15569
ABG12919,ABX88236,AAS61160
AAS61366,ABX85396,ABG14468
AAS58528,ABX88777,ABG16313
AAS62301,ABX86568,ABG13619
ABG15611,ABX86459,AAS64056
ABG16028,ABX87641,AAS63854
ABG12071,ABX86491,AAS63298
ABG12978,ABX88321,AAS61541
ABG12607,ABX88441,AAS61487
AAS60625,ABX87267,ABG14771
AAS60499,ABX85535,ABG15209
AAS60515,ABX86223,ABG15194
AAS63986,ABX88302,ABG15679
AAS63324,ABX86954,ABG12096
AAS60367,ABX86590,ABG15419
ABG15553,ABX86018,AAS63822
AAS58691,ABX84747,ABG16181
ABG13952,ABX87609,AAS62511
ABG12213,ABX85439,AAS63437
ABG14666,ABX86373,AAS60990
AAS61427,ABX87540,ABG12671
AAS62973,ABX84971,ABG12505
AAS61775,ABX87221,ABG13198
ABG15172,ABX86762,AAS63081
ABG13971,ABX87027,AAS62534
AAS61387,ABX87494,ABG14495
ABG13839,ABX85743,AAS62007
AAS61512,ABX87015,ABG12582
ABG13768,ABX86625,AAS61972
ABG15835,ABX87718,AAS63918
ABG15576,ABX88074,AAS63275
AAS60757,ABX85213,ABG15911
ABG16271,ABX88733,AAS58567
AAS61949,ABX85970,ABG13791
AAS61959,ABX86441,ABG13781
ABG12386,ABX85811,AAS63701
ABG12864,ABX86823,AAS61206
AAS62775,ABX87643,ABG14111
ABG14053,ABX85642,AAS62612
ABG15777,ABX85740,AAS63515
ABG15587,ABX86109,AAS63286
ABG14514,ABX88530,AAS61406
ABG11996,ABX87145,AAS63250
AAS61136,ABX85373,ABG12947
ABG15247,ABX87928,AAS60462
AAS62271,ABX86797,ABG13587
AAS62434,ABX86417,ABG13750
AAS63738,ABX87821,ABG12346
ABG12631,ABX88287,AAS61463
ABG13347,ABX86747,AAS62065
AAS61572,ABX85368,ABG12698
ABG13389,ABX86760,AAS62102
ABG16003,ABX87302,AAS63880
ABG12101,ABX86272,AAS63328
AAS62859,ABX86321,ABG14200
ABG13701,ABX88238,AAS62384
AAS60766,ABX86325,ABG15901
AAS60596,ABX86232,ABG14741
ABG16103,ABX85998,AAS64143
AAS62881,ABX88159,ABG14225
AAS62591,ABX86281,ABG14030
AAS60305,ABX85216,ABG15481
ABG14798,ABX88457,AAS60650
ABG14646,ABX88610,AAS61007
ABG12453,ABX86257,AAS63057
ABG13811,ABX87097,AAS62032
AAS62033,ABX88447,ABG13810
ABG15080,ABX88606,AAS63168
AAS60748,ABX88296,ABG15923
ABG12732,ABX86963,AAS63624
ABG15513,ABX86580,AAS63782
ABG15197,ABX86811,AAS60512
ABG15871,ABX84907,AAS60800
ABG15254,ABX85573,AAS60456
ABG13729,ABX85183,AAS62412
AAS63772,ABX86385,ABG15503
AAS62433,ABX85990,ABG13749
AAS62649,ABX86221,ABG14339
AAS61595,ABX86469,ABG12722
AAS61211,ABX87748,ABG12859
ABG13301,ABX88401,AAS61925
AAS63029,ABX86952,ABG12427
ABG13632,ABX87375,AAS62315
AAS63387,ABX85622,ABG12162
AAS58702,ABX84861,ABG16191
AAS62381,ABX86565,ABG13698
ABG14057,ABX88549,AAS62616
AAS62054,ABX88539,ABG13336
ABG12717,ABX87240,AAS61590
AAS60513,ABX86835,ABG15196
AAS63513,ABX88379,ABG15775
AAS64143,ABX85998,ABG16103
AAS60447,ABX86402,ABG15263
AAS62011,ABX88353,ABG13835
ABG14344,ABX86217,AAS62654
AAS58749,ABX84840,ABG16213
AAS62359,ABX87122,ABG13677
ABG12484,ABX88111,AAS62993
ABG12581,ABX87530,AAS61513
AAS61549,ABX88139,ABG12968
AAS63303,ABX88364,ABG12076
AAS63301,ABX86716,ABG12074
ABG13498,ABX86551,AAS62190
AAS63346,ABX88018,ABG12120
ABG15491,ABX86890,AAS60295
AAS62224,ABX88286,ABG13535
AAS58548,ABX88751,ABG16325
ABG12912,ABX86628,AAS61166
AAS61287,ABX88017,ABG12565
AAS63283,ABX85262,ABG15584
ABG14298,ABX85353,AAS62759
AAS63123,ABX86349,ABG15128
AAS61388,ABX87662,ABG14496
AAS63548,ABX85195,ABG16074
ABG13470,ABX87885,AAS62163
AAS62806,ABX85624,ABG14142
ABG15028,ABX85715,AAS63210
AAS63441,ABX87126,ABG12217
AAS60395,ABX88578,ABG12231
ABG15253,ABX86271,AAS60457
ABG14696,ABX85597,AAS60955
AAS61187,ABX87638,ABG12888
AAS61123,ABX85668,ABG14524
AAS63385,ABX86705,ABG12160
AAS62868,ABX88043,ABG14212
ABG15166,ABX87667,AAS63086
AAS63652,ABX85077,ABG12289
AAS61175,ABX85523,ABG12899
AAS63453,ABX87175,ABG15392
ABG12242,ABX88136,AAS63609
AAS61862,ABX85882,ABG13103
ABG12087,ABX87320,AAS63314
ABG13884,ABX84984,AAS62453
AAS61204,ABX88600,ABG12866
ABG14943,ABX87208,AAS60874
ABG12174,ABX85066,AAS63399
AAS63489,ABX88499,ABG15751
AAS61199,ABX86583,ABG12871
ABG14115,ABX85282,AAS62779
ABG12108,ABX85911,AAS63334
ABG16051,ABX86746,AAS63831
AAS61987,ABX86968,ABG13860
ABG12565,ABX88017,AAS61287
ABG12182,ABX84914,AAS63408
ABG12422,ABX85699,AAS63024
ABG15674,ABX86427,AAS63991
ABG15085,ABX87032,AAS63162
ABG13393,ABX86090,AAS62106
AAS61934,ABX87798,ABG13310
AAS63883,ABX86259,ABG16000
AAS61620,ABX85702,ABG12753
AAS62888,ABX85543,ABG14232
AAS63632,ABX87430,ABG12265
ABG14201,ABX88511,AAS62860
AAS63613,ABX88431,ABG12248
ABG12431,ABX85814,AAS63033
AAS62645,ABX88656,ABG14086
ABG12977,ABX86108,AAS61542
ABG13210,ABX87588,AAS61763
ABG14338,ABX86211,AAS62648
AAS61497,ABX86874,ABG12596
ABG14907,ABX85130,AAS60908
ABG13547,ABX85161,AAS62236
AAS60425,ABX87903,ABG15286
ABG12467,ABX86976,AAS63007
AAS60534,ABX86925,ABG14890
ABG12464,ABX88179,AAS63010
AAS61357,ABX86660,ABG14459
ABG15789,ABX86940,AAS63526
AAS63667,ABX87637,ABG12304
ABG12044,ABX86645,AAS60828
AAS63936,ABX85841,ABG15852
AAS61855,ABX85164,ABG13110
ABG13721,ABX87218,AAS62405
AAS62876,ABX84919,ABG14220
ABG12590,ABX88052,AAS61504
AAS61077,ABX85861,ABG14573
ABG14352,ABX88625,AAS62661
ABG14683,ABX88577,AAS60968
ABG12246,ABX85694,AAS63611
ABG14953,ABX85054,AAS60864
AAS60763,ABX84905,ABG15903
AAS61971,ABX86084,ABG13769
AAS62184,ABX87839,ABG13491
AAS62477,ABX86834,ABG13915
AAS63972,ABX87853,ABG15695
AAS62817,ABX85274,ABG14154
ABG12016,ABX85277,AAS60856
AAS61577,ABX86592,ABG12703
AAS63763,ABX86980,ABG12319
ABG15064,ABX85116,AAS63183
ABG12162,ABX85622,AAS63387
ABG15697,ABX86263,AAS63970
ABG12605,ABX87283,AAS61489
ABG13972,ABX85040,AAS62535
ABG16013,ABX85875,AAS63870
ABG13212,ABX86063,AAS61761
AAS60836,ABX85039,ABG12036
ABG15741,ABX87005,AAS63478
AAS60498,ABX85013,ABG15210
AAS63760,ABX88589,ABG12322
AAS62293,ABX85754,ABG13611
AAS60424,ABX87045,ABG15287
AAS63296,ABX87719,ABG12069
ABG13891,ABX85810,AAS62460
ABG14135,ABX87293,AAS62799
ABG15767,ABX88628,AAS63505
AAS60701,ABX86792,ABG15968
AAS62235,ABX86763,ABG13546
ABG13997,ABX85334,AAS62555
ABG12826,ABX86508,AAS61689
AAS58740,ABX84849,ABG16219
ABG16008,ABX85197,AAS63875
ABG13958,ABX88151,AAS62518
AAS63015,ABX86633,ABG12413
ABG14011,ABX88307,AAS62569
AAS61126,ABX88038,ABG14521
ABG13254,ABX86648,AAS61882
ABG11987,ABX86252,AAS63257
ABG12017,ABX85785,AAS60855
AAS62541,ABX86923,ABG13982
AAS63047,ABX87842,ABG12445
AAS62191,ABX85076,ABG13499
ABG15747,ABX86800,AAS63483
AAS61107,ABX87519,ABG14534
AAS62772,ABX87929,ABG14108
AAS63633,ABX85064,ABG12266
AAS63364,ABX88250,ABG12140
ABG15400,ABX85749,AAS63447
ABG12456,ABX85589,AAS63061
ABG13001,ABX87650,AAS61518
ABG12272,ABX88465,AAS63636
ABG12024,ABX88510,AAS60848
AAS60379,ABX86112,ABG15409
AAS61998,ABX86689,ABG13849
ABG16071,ABX84754,AAS63943
AAS62979,ABX86755,ABG12499
ABG13361,ABX86304,AAS62079
AAS61869,ABX88316,ABG13094
AAS60699,ABX88691,ABG15970
ABG14659,ABX87602,AAS60994
ABG14463,ABX85847,AAS61359
ABG15415,ABX87781,AAS60371
ABG12986,ABX85389,AAS61533
AAS60298,ABX85611,ABG15488
AAS58736,ABX84796,ABG16220
AAS62840,ABX84969,ABG14178
AAS61358,ABX86504,ABG14462
ABG13313,ABX86840,AAS61938
ABG15657,ABX85546,AAS64007
ABG14091,ABX86542,AAS62947
ABG12563,ABX87671,AAS61289
ABG14952,ABX87296,AAS60865
ABG13236,ABX85801,AAS61739
ABG13582,ABX85115,AAS62266
ABG13323,ABX86895,AAS62046
ABG12697,ABX87740,AAS61571
AAS62335,ABX86043,ABG13654
ABG14787,ABX86765,AAS60640
ABG14578,ABX88266,AAS61072
ABG11994,ABX85480,AAS63252
ABG15994,ABX85327,AAS60675
ABG12637,ABX84973,AAS61457
AAS61494,ABX86541,ABG12599
ABG13392,ABX87004,AAS62105
ABG13148,ABX85758,AAS61821
ABG15764,ABX87046,AAS63502
AAS61967,ABX85377,ABG13773
ABG13357,ABX87805,AAS62075
ABG13251,ABX87949,AAS61879
ABG14855,ABX85497,AAS60567
ABG12743,ABX88582,AAS61612
ABG14717,ABX85751,AAS60935
AAS62933,ABX87797,ABG14284
ABG12616,ABX86194,AAS61479
ABG14391,ABX88184,AAS62698
AAS63893,ABX85458,ABG15810
AAS62557,ABX84975,ABG13999
AAS61957,ABX87559,ABG13783
ABG12469,ABX87649,AAS63005
ABG13377,ABX87439,AAS62092
AAS60624,ABX86229,ABG14770
ABG15974,ABX85780,AAS60695
AAS63784,ABX88669,ABG15515
AAS62815,ABX88247,ABG14152
AAS64162,ABX88681,ABG16122
AAS62459,ABX85435,ABG13890
ABG16272,ABX88731,AAS58568
ABG15744,ABX85605,AAS63480
ABG13405,ABX85437,AAS62117
ABG15233,ABX88386,AAS60476
AAS61251,ABX87962,ABG13033
ABG14220,ABX84919,AAS62876
ABG14799,ABX84999,AAS60651
ABG15604,ABX85154,AAS64063
AAS61340,ABX86125,ABG14442
AAS61709,ABX86255,ABG12847
ABG12584,ABX86051,AAS61510
ABG12093,ABX85173,AAS63320
ABG15517,ABX87409,AAS63786
ABG16285,ABX88730,AAS58581
AAS63504,ABX88192,ABG15766
ABG14916,ABX88403,AAS60902
AAS61981,ABX88444,ABG13866
AAS63820,ABX87040,ABG15551
ABG14279,ABX85374,AAS62928
ABG12569,ABX87779,AAS61283
AAS58651,ABX84756,ABG16152
ABG12661,ABX86215,AAS61437
AAS60742,ABX87604,ABG15929
AAS60698,ABX86100,ABG15971
ABG14069,ABX86688,AAS62629
AAS60398,ABX85033,ABG12235
AAS62905,ABX87524,ABG14253
ABG12407,ABX85997,AAS63680
AAS61445,ABX88395,ABG12650
ABG16021,ABX87289,AAS63862
ABG13690,ABX88212,AAS62372
AAS61049,ABX87044,ABG14604
ABG15973,ABX85241,AAS60696
ABG12649,ABX84965,AAS61446
ABG15103,ABX86901,AAS63143
ABG14100,ABX86989,AAS62765
ABG13823,ABX86571,AAS62019
AAS63017,ABX85507,ABG12415
ABG14260,ABX85062,AAS62911
ABG13772,ABX87954,AAS61968
AAS63558,ABX88325,ABG16086
AAS60563,ABX86657,ABG14860
ABG12399,ABX85671,AAS63688
ABG15616,ABX85063,AAS64051
AAS61122,ABX85414,ABG14525
AAS62193,ABX85879,ABG13503
AAS58765,ABX84791,ABG16240
ABG12345,ABX85167,AAS63739
AAS63429,ABX87119,ABG12205
ABG14551,ABX85037,AAS61093
AAS63404,ABX88516,ABG12178
ABG14213,ABX88513,AAS62869
ABG12455,ABX85175,AAS63060
ABG14776,ABX86297,AAS60630
AAS61401,ABX85813,ABG14508
AAS61507,ABX85082,ABG12587
AAS62448,ABX87388,ABG13876
ABG14618,ABX87152,AAS61034
ABG13961,ABX86320,AAS62521
ABG12916,ABX86480,AAS61163
AAS60897,ABX86098,ABG14920
ABG12378,ABX85022,AAS63709
AAS61765,ABX86574,ABG13208
AAS60651,ABX84999,ABG14799
AAS62243,ABX86056,ABG13554
ABG15780,ABX85214,AAS63518
ABG12490,ABX86509,AAS62989
ABG15445,ABX85338,AAS60341
ABG14160,ABX87197,AAS62822
AAS61127,ABX86889,ABG14520
AAS62531,ABX87396,ABG13968
AAS62911,ABX85062,ABG14260
ABG15490,ABX88377,AAS60296
AAS61722,ABX88671,ABG13083
AAS61856,ABX85673,ABG13109
ABG15211,ABX86386,AAS60497
ABG14587,ABX88385,AAS61066
ABG13955,ABX87564,AAS62514
ABG13022,ABX88204,AAS61263
ABG14283,ABX87339,AAS62932
AAS63064,ABX87222,ABG12459
ABG12895,ABX85059,AAS61179
AAS63161,ABX88231,ABG15086
AAS63753,ABX85663,ABG12329
ABG15437,ABX85774,AAS60347
ABG14792,ABX87318,AAS60645
ABG12904,ABX85337,AAS61172
ABG12724,ABX87591,AAS61597
AAS61581,ABX85511,ABG12707
ABG12599,ABX86541,AAS61494
AAS62909,ABX88085,ABG14258
ABG13141,ABX86714,AAS61828
ABG13316,ABX88568,AAS61941
AAS60810,ABX85714,ABG12060
AAS62444,ABX85152,ABG13872
ABG16143,ABX84765,AAS58643
AAS58733,ABX84817,ABG16223
ABG12072,ABX85092,AAS63299
ABG12698,ABX85368,AAS61572
ABG16032,ABX87121,AAS63850
ABG13275,ABX88103,AAS61902
AAS63261,ABX85892,ABG15563
ABG13283,ABX88449,AAS61906
