AAS61939,ABX87162,ABG13314
ABG14522,ABX88454,AAS61125
AAS63203,ABX87717,ABG15035
AAS63529,ABX87370,ABG15792
ABG14004,ABX84956,AAS62562
AAS63008,ABX84934,ABG12466
AAS61502,ABX87246,ABG12592
AAS62068,ABX87993,ABG13350
AAS63813,ABX85451,ABG15543
ABG15992,ABX88169,AAS60677
ABG15514,ABX86858,AAS63783
AAS63843,ABX85257,ABG16038
ABG15129,ABX85602,AAS63122
AAS62293,ABX85754,ABG13611
AAS62426,ABX87469,ABG13743
ABG14278,ABX86881,AAS62926
ABG12945,ABX88623,AAS61138
ABG16148,ABX84748,AAS58647
ABG13569,ABX87865,AAS62258
AAS60808,ABX87840,ABG15863
AAS60644,ABX87904,ABG14791
ABG14176,ABX85551,AAS62838
AAS63113,ABX87118,ABG15138
AAS62241,ABX84888,ABG13552
ABG15177,ABX86847,AAS63075
ABG16139,ABX84815,AAS58638
AAS61176,ABX88531,ABG12898
ABG12125,ABX85517,AAS63351
AAS62818,ABX87025,ABG14155
AAS63668,ABX85646,ABG12306
AAS60308,ABX86908,ABG15478
AAS62924,ABX87511,ABG14276
AAS62758,ABX84960,ABG14299
AAS61538,ABX86062,ABG12981
AAS60549,ABX87498,ABG14876
AAS61521,ABX87586,ABG12998
AAS62424,ABX86638,ABG13741
AAS61433,ABX88415,ABG12665
ABG12166,ABX86390,AAS63391
ABG15775,ABX88379,AAS63513
ABG13345,ABX87369,AAS62063
AAS63164,ABX84908,ABG15083
ABG14723,ABX84916,AAS60928
ABG12549,ABX86956,AAS61303
ABG15841,ABX86597,AAS63924
AAS62816,ABX86622,ABG14153
AAS61042,ABX88592,ABG14611
AAS62557,ABX84975,ABG13999
AAS62565,ABX85431,ABG14007
AAS63479,ABX85191,ABG15743
AAS60556,ABX85885,ABG14869
ABG15052,ABX86839,AAS63192
ABG13289,ABX85512,AAS61912
AAS61955,ABX88106,ABG13785
ABG15158,ABX85846,AAS63095
ABG13475,ABX87652,AAS62168
ABG12072,ABX85092,AAS63299
AAS63823,ABX87852,ABG15554
ABG16085,ABX87931,AAS63557
AAS63357,ABX88110,ABG12131
AAS61432,ABX85522,ABG12666
AAS61764,ABX87251,ABG13209
AAS60295,ABX86890,ABG15491
AAS61534,ABX85193,ABG12985
ABG15135,ABX86519,AAS63116
AAS61926,ABX86876,ABG13302
AAS62862,ABX84891,ABG14206
AAS58766,ABX84752,ABG16241
AAS64132,ABX86306,ABG14964
ABG14344,ABX86217,AAS62654
ABG14543,ABX87822,AAS61098
ABG15430,ABX87271,AAS60355
ABG15007,ABX87123,AAS63227
ABG16096,ABX85217,AAS63567
ABG12750,ABX84887,AAS61617
ABG14691,ABX87399,AAS60960
AAS62577,ABX87171,ABG14017
AAS60415,ABX87158,ABG15295
AAS60412,ABX87526,ABG15298
AAS62376,ABX87611,ABG13694
AAS63846,ABX85290,ABG16035
ABG14152,ABX88247,AAS62815
AAS63256,ABX88128,ABG11988
ABG15226,ABX86239,AAS60482
AAS62667,ABX88069,ABG14358
ABG14854,ABX86904,AAS60568
AAS60540,ABX85803,ABG14884
ABG15708,ABX88404,AAS63958
AAS62102,ABX86760,ABG13389
ABG13596,ABX87897,AAS62279
AAS62746,ABX85541,ABG14310
ABG12617,ABX85100,AAS61478
AAS63891,ABX87383,ABG15807
ABG13873,ABX86702,AAS62445
AAS61905,ABX86556,ABG13282
ABG14163,ABX84982,AAS62825
ABG16097,ABX87043,AAS63568
AAS63746,ABX87731,ABG12338
ABG12776,ABX88243,AAS61644
AAS60913,ABX87350,ABG14902
ABG12768,ABX87571,AAS61636
ABG12770,ABX85295,AAS61638
ABG14305,ABX86113,AAS62751
ABG13415,ABX86824,AAS62126
AAS63251,ABX86967,ABG11995
AAS61604,ABX85896,ABG12733
AAS61122,ABX85414,ABG14525
AAS60357,ABX88434,ABG15427
ABG14621,ABX86454,AAS61031
AAS61489,ABX87283,ABG12605
ABG14401,ABX87326,AAS62705
ABG12981,ABX86062,AAS61538
ABG14962,ABX87569,AAS64134
ABG15487,ABX85098,AAS60299
AAS60712,ABX87480,ABG15957
AAS60949,ABX86142,ABG14702
AAS62751,ABX86113,ABG14305
ABG16071,ABX84754,AAS63943
ABG13689,ABX86267,AAS62371
ABG12604,ABX85734,AAS61490
AAS60506,ABX85211,ABG15203
ABG15173,ABX85171,AAS63079
AAS62403,ABX85401,ABG13719
AAS62506,ABX87651,ABG13944
ABG12241,ABX85408,AAS63608
AAS60952,ABX87826,ABG14699
ABG14770,ABX86229,AAS60624
AAS62501,ABX84938,ABG13938
ABG14145,ABX88269,AAS62809
ABG12297,ABX85425,AAS63660
AAS63738,ABX87821,ABG12346
AAS60945,ABX87342,ABG14708
ABG13784,ABX88102,AAS61956
ABG12379,ABX85804,AAS63708
AAS63438,ABX85709,ABG12214
ABG12012,ABX86920,AAS60860
AAS60303,ABX88417,ABG15483
ABG16023,ABX88375,AAS63860
AAS63666,ABX86479,ABG12303
AAS60601,ABX88041,ABG14746
ABG14670,ABX88381,AAS60985
AAS63835,ABX87946,ABG16047
ABG14529,ABX88675,AAS61113
ABG15603,ABX86120,AAS64064
ABG12636,ABX86416,AAS61458
ABG14590,ABX87917,AAS61063
AAS63439,ABX88405,ABG12215
AAS63672,ABX88347,ABG12310
AAS64003,ABX88561,ABG15660
AAS62437,ABX88146,ABG13754
AAS62116,ABX88268,ABG13404
ABG12560,ABX85679,AAS61292
ABG14953,ABX85054,AAS60864
AAS63611,ABX85694,ABG12246
AAS60926,ABX86632,ABG14725
AAS60440,ABX87953,ABG15271
AAS64033,ABX88666,ABG15633
AAS62291,ABX85433,ABG13609
ABG13684,ABX88533,AAS62366
ABG15926,ABX88640,AAS60745
ABG12295,ABX87453,AAS63658
AAS63159,ABX85773,ABG15089
ABG14060,ABX86395,AAS62619
ABG15122,ABX87381,AAS63128
AAS63406,ABX85724,ABG12180
AAS64168,ABX88397,ABG16128
ABG16002,ABX86885,AAS63881
AAS62932,ABX87339,ABG14283
ABG12345,ABX85167,AAS63739
AAS61998,ABX86689,ABG13849
AAS62730,ABX87211,ABG14328
ABG14799,ABX84999,AAS60651
ABG14776,ABX86297,AAS60630
ABG15930,ABX84980,AAS60741
ABG12705,ABX88119,AAS61579
AAS63168,ABX88606,ABG15080
AAS62462,ABX88596,ABG13893
ABG14245,ABX84906,AAS62897
AAS63394,ABX86214,ABG12169
ABG12587,ABX85082,AAS61507
AAS61552,ABX87385,ABG12965
AAS61900,ABX85380,ABG13273
ABG13750,ABX86417,AAS62434
AAS63455,ABX88210,ABG15391
ABG14200,ABX86321,AAS62859
AAS62167,ABX86607,ABG13474
AAS63724,ABX85703,ABG12366
AAS60724,ABX85011,ABG15946
ABG15081,ABX88164,AAS63167
ABG12631,ABX88287,AAS61463
ABG13928,ABX84883,AAS62489
AAS61847,ABX87771,ABG13118
AAS63974,ABX87714,ABG15693
AAS63140,ABX85961,ABG15106
AAS60914,ABX86171,ABG14901
ABG12976,ABX87529,AAS61543
ABG13168,ABX88349,AAS61801
AAS61291,ABX87769,ABG12561
AAS63859,ABX85264,ABG16024
ABG12307,ABX88142,AAS63669
AAS58657,ABX84853,ABG16158
AAS62951,ABX86227,ABG12528
AAS61268,ABX85046,ABG13017
AAS63692,ABX86261,ABG12395
AAS60687,ABX88382,ABG15982
AAS63305,ABX87828,ABG12078
ABG13346,ABX87790,AAS62064
AAS64019,ABX85489,ABG15647
ABG13500,ABX88505,AAS62192
ABG15654,ABX86049,AAS64010
ABG14108,ABX87929,AAS62772
AAS58661,ABX84862,ABG16162
AAS63079,ABX85171,ABG15173
AAS62847,ABX85895,ABG14185
ABG14890,ABX86925,AAS60534
ABG16136,ABX88653,AAS64176
AAS60473,ABX86803,ABG15236
ABG15256,ABX87733,AAS60454
ABG14851,ABX88310,AAS60571
ABG12209,ABX85126,AAS63433
ABG16260,ABX88708,AAS58556
AAS61195,ABX86478,ABG12877
AAS63286,ABX86109,ABG15587
ABG13353,ABX86041,AAS62071
AAS62631,ABX86786,ABG14071
AAS60990,ABX86373,ABG14666
AAS62266,ABX85115,ABG13582
AAS63345,ABX87971,ABG12119
AAS62057,ABX86465,ABG13339
ABG14230,ABX86368,AAS62886
ABG15891,ABX85559,AAS60778
AAS63132,ABX84931,ABG15115
ABG12751,ABX87814,AAS61618
AAS61429,ABX85921,ABG12669
AAS63871,ABX85445,ABG16012
ABG13028,ABX88123,AAS61257
ABG12122,ABX85835,AAS63348
ABG13565,ABX85953,AAS62254
ABG15198,ABX87846,AAS60511
ABG15498,ABX87884,AAS63767
ABG14379,ABX87730,AAS62687
ABG14966,ABX86851,AAS64130
AAS60467,ABX87581,ABG15241
ABG12616,ABX86194,AAS61479
AAS60797,ABX85002,ABG15874
AAS60626,ABX86382,ABG14772
AAS62243,ABX86056,ABG13554
AAS62143,ABX88437,ABG13431
ABG15767,ABX88628,AAS63505
AAS62586,ABX86882,ABG14025
AAS62299,ABX84864,ABG13618
ABG14153,ABX86622,AAS62816
AAS62602,ABX87201,ABG14043
AAS63689,ABX87926,ABG12398
ABG12557,ABX85678,AAS61295
ABG12349,ABX87443,AAS63735
ABG13559,ABX85704,AAS62248
ABG12179,ABX87944,AAS63405
ABG12913,ABX84991,AAS61165
AAS63375,ABX85409,ABG12151
ABG12030,ABX86922,AAS60842
ABG12239,ABX85977,AAS63606
AAS62066,ABX87073,ABG13348
AAS61865,ABX85050,ABG13098
ABG14816,ABX87274,AAS60668
AAS63069,ABX85830,ABG15183
ABG13966,ABX88221,AAS62529
ABG14906,ABX85634,AAS60909
ABG14467,ABX88107,AAS61364
AAS58556,ABX88708,ABG16260
AAS63949,ABX88080,ABG15716
ABG16026,ABX86213,AAS63857
AAS63836,ABX87325,ABG16046
AAS63293,ABX88360,ABG12066
AAS61329,ABX86915,ABG14428
AAS62702,ABX86117,ABG14397
AAS60695,ABX85780,ABG15974
AAS60939,ABX88593,ABG14713
AAS61217,ABX87341,ABG12853
ABG14573,ABX85861,AAS61077
ABG14039,ABX87978,AAS62598
AAS61063,ABX87917,ABG14590
ABG15566,ABX85177,AAS63264
AAS61702,ABX86588,ABG12839
ABG15017,ABX85047,AAS63220
AAS60538,ABX86965,ABG14886
AAS63733,ABX86978,ABG12356
AAS60498,ABX85013,ABG15210
ABG12423,ABX86959,AAS63025
AAS60920,ABX86110,ABG14731
ABG12045,ABX86190,AAS60827
AAS61724,ABX85614,ABG13085
AAS61027,ABX85674,ABG14625
AAS63617,ABX86750,ABG12252
ABG15513,ABX86580,AAS63782
AAS61360,ABX87620,ABG14464
AAS60864,ABX85054,ABG14953
ABG13025,ABX85289,AAS61260
ABG13262,ABX85291,AAS61890
AAS61275,ABX88357,ABG13008
ABG13633,ABX85016,AAS62316
ABG15634,ABX88132,AAS64032
ABG13748,ABX87077,AAS62432
ABG13954,ABX87140,AAS62513
AAS60419,ABX87800,ABG15291
ABG16063,ABX87528,AAS63538
ABG12013,ABX87309,AAS60859
ABG14251,ABX88320,AAS62903
ABG14334,ABX88699,AAS62723
ABG16004,ABX87934,AAS63879
ABG14775,ABX85595,AAS60629
ABG11987,ABX86252,AAS63257
AAS63161,ABX88231,ABG15086
AAS63810,ABX87696,ABG15540
ABG14104,ABX88559,AAS62769
AAS62955,ABX87952,ABG12524
AAS62849,ABX85204,ABG14187
AAS61990,ABX88331,ABG13857
ABG12043,ABX85127,AAS60829
AAS61597,ABX87591,ABG12724
ABG14446,ABX86233,AAS61344
AAS60522,ABX86315,ABG15187
AAS58577,ABX88786,ABG16281
ABG14916,ABX88403,AAS60902
ABG13700,ABX85782,AAS62383
AAS61469,ABX84994,ABG12625
AAS62539,ABX87069,ABG13980
AAS60475,ABX87967,ABG15234
AAS61689,ABX86508,ABG12826
ABG13848,ABX88108,AAS61999
ABG12303,ABX86479,AAS63666
AAS63976,ABX85945,ABG15691
ABG16024,ABX85264,AAS63859
ABG16052,ABX86220,AAS63830
AAS62880,ABX88622,ABG14224
AAS63854,ABX87641,ABG16028
AAS62355,ABX85728,ABG13673
AAS60311,ABX87646,ABG15475
AAS62750,ABX88165,ABG14306
AAS63616,ABX87093,ABG12251
ABG12685,ABX85364,AAS61414
ABG13169,ABX87698,AAS61800
ABG12588,ABX88254,AAS61506
ABG14296,ABX86438,AAS62761
AAS60692,ABX88273,ABG15977
ABG13299,ABX85479,AAS61923
ABG13965,ABX84933,AAS62528
ABG14724,ABX86500,AAS60927
AAS61936,ABX85545,ABG13311
AAS63505,ABX88628,ABG15767
AAS58640,ABX84792,ABG16140
ABG16217,ABX84836,AAS58744
ABG14655,ABX88209,AAS60998
AAS62256,ABX87085,ABG13567
ABG14608,ABX86177,AAS61045
AAS63704,ABX86282,ABG12383
AAS61821,ABX85758,ABG13148
AAS64013,ABX88135,ABG15651
AAS58671,ABX84762,ABG16172
ABG14369,ABX87624,AAS62676
AAS62208,ABX85015,ABG13517
AAS61546,ABX85190,ABG12971
AAS58699,ABX84848,ABG16188
AAS60466,ABX88120,ABG15242
ABG14268,ABX86287,AAS62917
ABG15991,ABX88584,AAS60678
ABG12526,ABX86905,AAS62953
AAS62457,ABX88392,ABG13888
ABG14521,ABX88038,AAS61126
ABG12771,ABX85354,AAS61639
ABG16076,ABX85556,AAS63550
ABG13209,ABX87251,AAS61764
ABG15545,ABX86146,AAS63815
AAS63399,ABX85066,ABG12174
ABG13711,ABX86704,AAS62394
ABG14798,ABX88457,AAS60650
AAS61727,ABX87029,ABG13089
ABG14186,ABX86336,AAS62848
ABG15554,ABX87852,AAS63823
ABG15076,ABX85553,AAS63171
AAS63510,ABX85147,ABG15772
ABG16181,ABX84747,AAS58691
AAS61033,ABX85746,ABG14619
ABG15109,ABX87135,AAS63137
ABG14074,ABX87164,AAS62634
AAS60576,ABX87913,ABG14845
ABG12138,ABX87819,AAS63362
AAS61279,ABX86606,ABG12573
AAS63779,ABX86933,ABG15510
ABG12749,ABX88058,AAS61616
AAS62792,ABX85462,ABG14128
ABG12205,ABX87119,AAS63429
ABG12702,ABX86089,AAS61576
ABG12506,ABX85226,AAS62972
AAS63773,ABX85128,ABG15504
AAS61251,ABX87962,ABG13033
AAS60796,ABX85388,ABG15875
AAS62897,ABX84906,ABG14245
AAS60841,ABX87203,ABG12031
ABG15873,ABX85894,AAS60798
AAS63771,ABX86246,ABG15502
AAS62945,ABX86206,ABG14093
AAS61438,ABX87900,ABG12660
AAS63253,ABX84959,ABG11991
AAS62259,ABX87474,ABG13570
AAS64109,ABX86329,ABG14991
ABG13996,ABX85276,AAS62554
AAS63277,ABX85027,ABG15578
AAS60788,ABX85471,ABG15882
AAS63504,ABX88192,ABG15766
AAS60993,ABX86161,ABG14660
AAS60493,ABX88523,ABG15215
ABG16209,ABX84782,AAS58755
ABG15792,ABX87370,AAS63529
AAS63114,ABX86499,ABG15137
AAS61441,ABX84917,ABG12654
AAS62983,ABX85772,ABG12495
AAS63274,ABX87661,ABG15575
ABG12784,ABX85947,AAS61652
ABG16021,ABX87289,AAS63862
ABG16191,ABX84861,AAS58702
AAS62379,ABX88661,ABG13696
ABG15713,ABX87353,AAS63952
AAS62381,ABX86565,ABG13698
ABG13403,ABX87831,AAS62115
ABG14425,ABX88284,AAS61325
ABG15836,ABX88014,AAS63919
ABG13890,ABX85435,AAS62459
ABG12867,ABX88279,AAS61203
ABG14600,ABX86296,AAS61053
ABG13589,ABX86886,AAS62273
AAS60542,ABX84987,ABG14882
ABG12527,ABX86371,AAS62952
AAS62752,ABX87605,ABG14304
ABG12159,ABX86072,AAS63384
ABG12337,ABX85259,AAS63747
AAS62735,ABX85962,ABG14323
ABG15141,ABX88187,AAS63110
AAS63610,ABX87460,ABG12245
ABG12021,ABX86435,AAS60851
AAS60564,ABX87562,ABG14858
AAS61192,ABX86249,ABG12880
ABG12669,ABX85921,AAS61429
ABG14342,ABX87359,AAS62652
AAS63434,ABX86711,ABG12210
AAS61052,ABX88544,ABG14601
AAS60660,ABX88566,ABG14808
ABG16194,ABX84835,AAS58705
AAS60608,ABX88480,ABG14754
AAS60550,ABX86982,ABG14875
AAS61181,ABX88280,ABG12893
AAS63735,ABX87443,ABG12349
ABG14143,ABX87435,AAS62807
AAS63297,ABX87194,ABG12070
ABG16106,ABX88580,AAS64147
ABG16149,ABX84789,AAS58648
AAS61477,ABX86644,ABG12618
ABG15637,ABX85473,AAS64029
AAS62224,ABX88286,ABG13535
AAS60782,ABX87734,ABG15887
ABG13498,ABX86551,AAS62190
AAS63626,ABX86855,ABG12260
AAS61529,ABX85421,ABG12990
ABG15575,ABX87661,AAS63274
AAS62028,ABX85269,ABG13815
AAS62864,ABX87103,ABG14208
AAS64148,ABX87915,ABG16108
AAS62656,ABX86850,ABG14348
ABG14442,ABX86125,AAS61340
AAS62227,ABX86532,ABG13538
AAS64060,ABX87323,ABG15607
AAS62326,ABX85412,ABG13646
AAS63152,ABX86449,ABG15095
ABG13741,ABX86638,AAS62424
AAS60282,ABX85603,ABG11970
AAS62108,ABX86814,ABG13396
ABG11991,ABX84959,AAS63253
AAS62634,ABX87164,ABG14074
ABG14258,ABX88085,AAS62909
ABG15087,ABX87803,AAS63160
AAS61853,ABX87933,ABG13112
AAS60933,ABX86640,ABG14719
ABG14627,ABX88265,AAS61025
ABG14767,ABX88079,AAS60621
AAS63377,ABX86831,ABG12152
AAS61940,ABX87697,ABG13315
AAS62230,ABX86515,ABG13541
AAS60682,ABX86656,ABG15987
ABG13849,ABX86689,AAS61998
AAS62771,ABX85636,ABG14106
AAS63857,ABX86213,ABG16026
AAS63205,ABX86369,ABG15033
AAS64036,ABX87368,ABG15630
ABG14789,ABX85475,AAS60642
ABG12898,ABX88531,AAS61176
ABG14927,ABX85056,AAS60889
AAS63653,ABX85350,ABG12290
AAS62619,ABX86395,ABG14060
ABG16298,ABX88703,AAS58596
ABG13399,ABX86577,AAS62111
AAS61579,ABX88119,ABG12705
ABG13368,ABX88389,AAS62085
AAS62813,ABX87422,ABG14150
ABG14101,ABX87390,AAS62766
AAS60463,ABX88372,ABG15246
ABG13359,ABX87585,AAS62077
AAS61285,ABX87276,ABG12567
ABG12535,ABX86530,AAS61319
AAS61973,ABX88632,ABG13767
ABG13591,ABX88554,AAS62275
AAS61435,ABX87705,ABG12663
AAS63397,ABX85055,ABG12172
AAS61887,ABX87744,ABG13259
AAS61074,ABX85075,ABG14576
ABG12494,ABX87857,AAS62984
AAS62554,ABX85276,ABG13996
AAS61569,ABX85314,ABG12695
ABG12763,ABX87987,AAS61630
ABG12713,ABX86359,AAS61586
ABG13090,ABX87082,AAS61728
ABG15057,ABX86506,AAS63566,ABG16095
AAS62544,ABX87791,ABG13985
AAS63842,ABX85565,ABG16039
ABG14683,ABX88577,AAS60968
ABG15517,ABX87409,AAS63786
AAS62591,ABX86281,ABG14030
ABG12828,ABX85198,AAS61691
AAS61952,ABX88411,ABG13788
AAS58561,ABX88784,ABG16265
ABG13312,ABX86511,AAS61937
AAS61030,ABX85068,ABG14622
AAS60941,ABX85160,ABG14711
AAS61180,ABX86301,ABG12894
ABG13957,ABX84957,AAS62517
ABG12343,ABX86012,AAS63741
ABG12912,ABX86628,AAS61166
AAS60446,ABX85514,ABG15264
AAS60676,ABX85763,ABG15993
ABG15881,ABX85735,AAS60789
AAS62242,ABX86589,ABG13553
ABG14696,ABX85597,AAS60955
ABG13324,ABX85508,AAS62047
AAS63568,ABX87043,ABG16097
AAS60859,ABX87309,ABG12013
ABG15605,ABX88590,AAS64062
AAS62836,ABX88004,ABG14173
AAS64049,ABX88474,ABG15619
ABG15224,ABX85212,AAS60484
AAS60719,ABX88545,ABG15951
ABG16040,ABX87808,AAS63841
ABG13921,ABX86122,AAS62482
AAS62359,ABX87122,ABG13677
ABG13171,ABX87704,AAS61798
AAS62811,ABX86539,ABG14148
ABG13282,ABX86556,AAS61905
AAS62906,ABX88257,ABG14254
ABG13497,ABX86129,AAS62189
ABG14105,ABX85169,AAS62770
AAS58526,ABX88787,ABG16312
AAS61194,ABX87735,ABG12878
AAS62144,ABX87847,ABG13432
ABG15839,ABX85378,AAS63922
ABG12313,ABX88664,AAS63675
ABG14923,ABX87151,AAS60894
AAS62660,ABX86836,ABG14351
AAS62176,ABX84902,ABG13483
AAS62177,ABX85429,ABG13484
ABG12811,ABX87462,AAS61677
AAS61957,ABX87559,ABG13783
ABG13297,ABX86340,AAS61921
AAS63171,ABX85553,ABG15076
AAS60661,ABX88439,ABG14809
ABG14411,ABX85332,AAS62714
AAS60287,ABX86203,ABG11978
AAS60768,ABX87446,ABG15899
AAS63696,ABX86828,ABG12392
ABG14710,ABX86759,AAS60943
ABG15639,ABX88500,AAS64027
ABG15450,ABX88177,AAS60336
AAS61423,ABX86917,ABG12676
AAS58593,ABX88715,ABG16296
ABG15253,ABX86271,AAS60457
AAS62435,ABX86436,ABG13751
AAS62705,ABX87326,ABG14401
ABG13410,ABX86666,AAS62121
ABG12124,ABX84995,AAS63350
AAS63435,ABX86430,ABG12211
AAS63906,ABX88433,ABG15823
AAS61158,ABX85470,ABG12921
ABG12564,ABX85247,AAS61288
AAS60870,ABX88370,ABG14947
AAS61057,ABX87677,ABG14596
AAS63544,ABX85001,ABG16067
ABG15191,ABX88472,AAS60518
ABG13266,ABX87539,AAS61894
AAS62691,ABX86617,ABG14384
ABG12183,ABX85707,AAS63409
AAS64167,ABX87835,ABG16127
AAS62133,ABX86936,ABG13422
ABG12747,ABX85528,AAS61614
AAS60566,ABX88056,ABG14856
ABG14375,ABX85950,AAS62682
AAS62632,ABX87427,ABG14072
AAS60373,ABX85490,ABG15413
ABG14656,ABX87736,AAS60997
ABG13817,ABX86095,AAS62025
ABG15271,ABX87953,AAS60440
ABG15281,ABX86197,AAS60430
ABG12777,ABX88686,AAS61645
AAS61269,ABX86292,ABG13016
AAS58589,ABX88720,ABG16294
ABG12492,ABX87055,AAS62986
ABG15751,ABX88499,AAS63489
ABG15004,ABX86536,AAS63231
ABG14977,ABX85103,AAS64118
AAS60879,ABX85919,ABG14938
ABG13543,ABX85926,AAS62232
ABG15046,ABX84896,AAS63196
AAS61918,ABX85108,ABG13294
AAS62765,ABX86989,ABG14100
ABG15756,ABX86170,AAS63494
ABG13682,ABX87086,AAS62364
AAS62827,ABX85771,ABG14165
ABG13538,ABX86532,AAS62227
AAS61683,ABX87532,ABG12816
ABG13970,ABX86291,AAS62533
AAS61671,ABX84948,ABG12804
AAS61904,ABX87129,ABG13277
AAS61987,ABX86968,ABG13860
AAS63363,ABX85727,ABG12139
AAS62980,ABX86195,ABG12498
ABG16172,ABX84762,AAS58671
AAS63275,ABX88074,ABG15576
ABG13937,ABX85343,AAS62500
ABG13491,ABX87839,AAS62184
ABG13508,ABX85833,AAS62199
ABG13958,ABX88151,AAS62518
ABG13106,ABX86899,AAS61859
ABG15689,ABX85139,AAS63978
ABG12171,ABX87072,AAS63396
AAS63240,ABX87485,ABG12005
ABG13144,ABX88399,AAS61825
AAS63910,ABX85413,ABG15827
AAS62119,ABX87765,ABG13408
ABG12229,ABX88189,AAS60391
ABG12147,ABX85695,AAS63371
ABG14579,ABX88657,AAS61071
AAS61396,ABX86101,ABG14502
AAS60605,ABX87616,ABG14750
ABG15690,ABX86471,AAS63977
AAS61259,ABX86570,ABG13026
ABG15390,ABX87031,AAS63456
AAS63192,ABX86839,ABG15052
ABG15950,ABX88329,AAS60720
AAS63300,ABX86179,ABG12073
AAS63988,ABX87253,ABG15677
ABG13798,ABX85102,AAS62043
ABG12002,ABX87709,AAS63244
AAS60483,ABX86028,ABG15225
AAS61257,ABX88123,ABG13028
AAS60770,ABX88504,ABG15897
AAS63413,ABX85748,ABG12189
ABG15892,ABX85310,AAS60776
ABG14120,ABX85498,AAS62784
AAS62635,ABX86709,ABG14075
AAS62117,ABX85437,ABG13405
ABG13972,ABX85040,AAS62535
AAS62287,ABX88679,ABG13605
ABG15090,ABX85987,AAS63158
ABG13520,ABX87476,AAS62211
ABG12732,ABX86963,AAS63624
AAS60447,ABX86402,ABG15263
AAS60938,ABX85192,ABG14714
ABG15464,ABX87022,AAS60322
AAS62640,ABX85991,ABG14081
AAS58665,ABX84805,ABG16166
ABG14612,ABX85261,AAS61041
AAS60354,ABX86987,ABG15431
AAS61443,ABX88148,ABG12652
ABG14472,ABX88044,AAS61370
AAS62120,ABX86231,ABG13409
ABG15893,ABX84890,AAS60775
AAS62648,ABX86211,ABG14338
ABG15670,ABX88555,AAS63995
ABG12911,ABX85971,AAS61167
ABG15729,ABX86060,AAS63465
AAS63213,ABX88117,ABG15025
AAS58683,ABX84846,ABG16227
AAS62105,ABX87004,ABG13392
AAS61628,ABX86327,ABG12761
AAS62645,ABX88656,ABG14086
AAS60585,ABX87449,ABG14836
ABG14300,ABX88152,AAS62756
ABG13531,ABX85891,AAS62219
AAS63718,ABX88374,ABG12370
AAS61768,ABX85722,ABG13206
AAS63000,ABX88013,ABG12477
AAS61127,ABX86889,ABG14520
ABG14884,ABX85803,AAS60540
AAS62952,ABX86371,ABG12527
ABG13203,ABX86483,AAS61771
ABG13200,ABX84949,AAS61773
AAS61156,ABX86756,ABG12923
AAS63521,ABX85014,ABG15783
ABG14397,ABX86117,AAS62702
AAS62490,ABX85411,ABG13929
ABG15954,ABX85232,AAS60716
AAS61025,ABX88265,ABG14627
AAS61123,ABX85668,ABG14524
ABG13892,ABX86279,AAS62461
AAS62043,ABX85102,ABG13798
ABG12182,ABX84914,AAS63408
AAS63775,ABX88319,ABG15506
AAS62354,ABX85070,ABG13672
ABG13033,ABX87962,AAS61251
AAS62422,ABX85229,ABG13739
ABG13495,ABX88256,AAS62187
AAS60315,ABX88536,ABG15471
AAS60584,ABX86825,ABG14837
ABG12755,ABX86554,AAS61622
ABG13760,ABX86429,AAS61977
AAS61922,ABX85085,ABG13298
AAS62032,ABX87097,ABG13811
AAS62689,ABX85974,ABG14382
ABG16049,ABX86854,AAS63833
AAS61144,ABX85650,ABG12935
AAS60688,ABX85180,ABG15981
AAS61903,ABX87328,ABG13276
ABG14072,ABX87427,AAS62632
AAS63729,ABX86966,ABG12360
ABG15946,ABX85011,AAS60724
AAS63543,ABX85509,ABG16066
ABG12050,ABX86442,AAS60822
AAS63938,ABX88168,ABG15854
AAS60881,ABX85041,ABG14936
ABG15538,ABX86027,AAS63808
AAS62054,ABX88539,ABG13336
AAS61630,ABX87987,ABG12763
ABG12445,ABX87842,AAS63047
AAS60465,ABX87170,ABG15243
AAS62509,ABX86201,ABG13947
ABG13427,ABX85166,AAS62138
AAS61105,ABX87125,ABG14536
ABG13490,ABX87633,AAS62183
AAS61460,ABX84941,ABG12634
ABG15156,ABX87168,AAS63096
ABG12462,ABX87556,AAS63012
ABG12037,ABX86226,AAS60835
AAS62238,ABX86567,ABG13549
ABG14051,ABX86730,AAS62610
ABG12086,ABX88481,AAS63313
ABG15085,ABX87032,AAS63162
AAS64118,ABX85103,ABG14977
ABG14018,ABX87594,AAS62578
ABG15902,ABX86732,AAS60764
AAS61856,ABX85673,ABG13109
AAS63383,ABX85620,ABG12158
ABG15143,ABX85359,AAS63108
AAS60646,ABX86843,ABG14793
AAS63387,ABX85622,ABG12162
AAS61747,ABX86204,ABG13224
AAS60953,ABX87442,ABG14698
ABG13305,ABX87096,AAS61929
AAS61902,ABX88103,ABG13275
AAS61720,ABX86073,ABG13081
ABG12606,ABX86710,AAS61488
AAS62899,ABX86634,ABG14247
ABG15612,ABX86394,AAS64055
ABG14836,ABX87449,AAS60585
AAS60518,ABX88472,ABG15191
AAS61474,ABX88288,ABG12621
AAS63017,ABX85507,ABG12415
ABG12116,ABX85529,AAS63343
AAS61256,ABX88678,ABG13029
AAS61592,ABX85915,ABG12719
ABG14218,ABX86424,AAS62874
AAS63526,ABX86940,ABG15789
